YEAR,MONTH,DAY_OF_MONTH,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION,NEIGHBOURHOOD
502150,2016,5,26,49.24968607,-123.1592416,7,33,3,1,0
502154,2016,4,16,49.23823254,-123.0318574,8,55,5,1,14
502163,2016,4,9,49.27675558,-123.077279,16,36,5,1,19
502164,2016,5,27,49.27675558,-123.077279,21,45,4,1,19
502191,2016,8,3,49.2595368,-123.065955,14,35,2,1,6
502192,2016,11,5,49.2595368,-123.065955,18,57,5,1,6
502196,2016,11,19,49.25681121,-123.0660201,16,57,5,1,6
502199,2016,5,26,49.26955755,-123.0657759,22,58,3,1,4
502206,2016,6,5,49.25026325,-123.0650357,15,54,6,1,6
502216,2016,12,1,49.23522295,-123.0654968,19,40,3,1,6
502227,2016,7,22,49.23279422,-123.065521,15,21,4,1,21
502228,2016,11,4,49.23279422,-123.065521,14,12,4,1,21
502245,2016,8,25,49.22026362,-123.0658753,13,43,3,1,21
502249,2016,8,11,49.26228935,-123.0659174,6,53,3,1,6
502250,2016,11,17,49.26228935,-123.0659174,20,3,3,1,6
502271,2016,3,9,49.28483152,-123.0655212,10,30,2,1,4
502275,2016,8,12,49.20973,-123.0661221,6,49,4,1,21
502283,2016,11,16,49.22718109,-123.0656784,17,13,2,1,21
502307,2016,2,11,49.26325941,-123.1720952,17,47,3,1,9
502321,2016,3,9,49.26258774,-123.1361514,16,50,2,1,3
502322,2016,5,7,49.26258774,-123.1361514,7,52,5,1,3
502350,2016,7,20,49.26165221,-123.1361763,11,39,2,1,3
502358,2016,1,15,49.2603568,-123.1110492,10,47,4,1,11
502382,2016,6,28,49.26038899,-123.114925,1,29,1,1,11
502401,2016,1,9,49.26075265,-123.1362151,7,44,5,1,3
502410,2016,2,4,49.26100459,-123.1506469,19,14,3,1,9
502412,2016,9,1,49.26053857,-123.1267175,10,4,3,1,3
502423,2016,2,19,49.25984715,-123.1411878,17,53,4,1,3
502433,2016,10,11,49.25981387,-123.1840126,12,30,1,1,9
502451,2016,9,12,49.2572866,-123.1529031,13,30,0,1,0
502454,2016,6,7,49.25773625,-123.1780954,20,24,1,1,2
502455,2016,5,5,49.25803807,-123.1971857,17,4,3,1,2
502460,2016,2,3,49.25822187,-123.2001549,16,39,2,1,23
502474,2016,4,1,49.25802637,-123.188019,16,40,4,1,23
502475,2016,7,11,49.25802637,-123.188019,9,30,0,1,23
502495,2016,5,24,49.25793139,-123.1910833,0,33,1,1,2
502506,2016,2,20,49.25490166,-123.1151734,22,10,5,1,17
502510,2016,1,26,49.25558408,-123.1908131,18,14,1,1,2
502511,2016,7,7,49.25533099,-123.1556318,17,5,3,1,0
502524,2016,1,11,49.26825173,-123.1139811,9,54,0,1,11
502529,2016,4,4,49.25121346,-123.1153297,18,41,0,1,17
502565,2016,2,23,49.24367613,-123.1392182,18,54,1,1,16
502593,2016,6,23,49.24057262,-123.1053722,10,7,3,1,15
502596,2016,11,25,49.24127414,-123.1236321,16,52,4,1,17
502603,2016,2,7,49.23725226,-123.1159291,3,58,6,1,15
502604,2016,5,2,49.23725226,-123.1159291,21,59,0,1,15
502606,2016,4,3,49.23807766,-123.1420324,14,1,6,1,16
502608,2016,8,5,49.23811986,-123.1442717,11,3,4,1,16
502617,2016,3,16,49.23711824,-123.1395157,13,11,2,1,16
502632,2016,11,14,49.26932866,-123.1737796,10,29,0,1,9
502636,2016,5,1,49.2334857,-123.1134615,10,42,6,1,15
502643,2016,4,14,49.23475245,-123.1787271,15,7,3,1,2
502644,2016,9,1,49.23475245,-123.1787271,18,28,3,1,2
502645,2016,10,14,49.23475245,-123.1787271,18,17,4,1,2
502648,2016,10,24,49.2334828,-123.1163736,19,38,0,1,13
502665,2016,4,8,49.23333539,-123.1107689,14,8,4,1,13
502666,2016,8,24,49.23333539,-123.1107689,9,12,2,1,13
502669,2016,4,18,49.23476003,-123.1853344,15,36,0,1,2
502682,2016,5,17,49.23433856,-123.1396315,15,24,1,1,7
502683,2016,10,30,49.23433856,-123.1396315,21,37,6,1,7
502721,2016,1,15,49.23284548,-123.1787065,18,0,4,1,2
502729,2016,1,14,49.2308556,-123.1551428,18,28,3,1,7
502738,2016,2,4,49.22930543,-123.1282446,3,4,3,1,13
502744,2016,6,30,49.22594816,-123.1129636,16,55,3,1,13
502745,2016,7,7,49.22706904,-123.1479478,7,4,3,1,7
502755,2016,8,14,49.2260707,-123.1163837,22,0,6,1,13
502771,2016,2,20,49.22696223,-123.1398167,12,18,5,1,7
502772,2016,4,7,49.22696223,-123.1398167,9,41,3,1,7
502773,2016,11,20,49.22696223,-123.1398167,13,46,6,1,7
502786,2016,9,23,49.22736022,-123.1715584,12,44,4,1,7
502791,2016,12,17,49.22714959,-123.1551175,21,12,5,1,7
502799,2016,1,5,49.2685995,-123.1856948,21,13,1,1,23
502800,2016,6,5,49.2685995,-123.1856948,12,0,6,1,23
502810,2016,1,1,49.26824236,-123.1598512,13,28,4,1,9
502812,2016,3,12,49.26849514,-123.1776943,2,31,5,1,9
502813,2016,11,16,49.26849514,-123.1776943,10,51,2,1,9
502826,2016,5,1,49.26804227,-123.1479878,11,27,6,1,9
502827,2016,8,12,49.26804227,-123.1479878,15,30,4,1,9
502830,2016,3,17,49.26791623,-123.1408809,15,42,3,1,3
502834,2016,12,7,49.26731018,-123.1361919,10,6,2,1,3
502836,2016,1,31,49.26837429,-123.1682916,20,6,6,1,9
502837,2016,3,22,49.26837429,-123.1682916,18,24,1,1,9
502840,2016,11,27,49.26807515,-123.1503935,17,12,6,1,9
502848,2016,9,28,49.26900956,-123.2089411,7,44,2,1,23
502875,2016,12,9,49.21932485,-123.1401385,18,49,4,1,10
502893,2016,4,3,49.21920339,-123.1285618,14,11,6,1,10
502894,2016,8,17,49.21920339,-123.1285618,15,58,2,1,10
502895,2016,9,16,49.21920339,-123.1285618,12,7,4,1,10
502900,2016,6,7,49.21694013,-123.1167467,16,47,1,1,10
502909,2016,4,6,49.21711571,-123.1292567,14,14,2,1,10
502924,2016,6,1,49.21499708,-123.1168108,8,53,2,1,10
502931,2016,3,16,49.21237597,-123.1202097,10,2,2,1,10
502941,2016,5,27,49.21297692,-123.130111,12,36,4,1,10
502942,2016,7,24,49.21297692,-123.130111,14,42,6,1,10
502943,2016,8,25,49.21297692,-123.130111,14,30,3,1,10
502984,2016,1,8,49.2084117,-123.1261587,18,34,4,1,10
502991,2016,10,30,49.20847011,-123.1302639,1,38,6,1,10
502992,2016,11,24,49.20847011,-123.1302639,9,19,3,1,10
503010,2016,9,13,49.20570347,-123.1346909,18,10,1,1,10
503027,2016,8,19,49.26533747,-123.1385094,15,32,4,1,3
503041,2016,12,19,49.26455177,-123.1410912,14,57,0,1,3
503056,2016,1,12,49.2631454,-123.1109593,17,19,1,1,11
503080,2016,10,9,49.26423125,-123.1778027,12,58,6,1,9
503090,2016,5,19,49.26370042,-123.145762,11,10,3,1,9
503126,2016,2,5,49.26304134,-123.1068357,18,33,4,1,11
503132,2016,6,6,49.26377524,-123.1505453,19,30,0,1,9
503148,2016,6,2,49.26426408,-123.179837,17,43,3,1,9
503160,2016,12,20,49.28660202,-123.1138721,18,35,1,1,1
503167,2016,5,30,49.27870583,-123.1122591,9,20,0,1,1
503179,2016,1,11,49.28899768,-123.1282344,14,56,0,1,22
503180,2016,2,27,49.28899768,-123.1282344,21,18,5,1,22
503181,2016,5,22,49.28899768,-123.1282344,12,42,6,1,22
503182,2016,6,7,49.28899768,-123.1282344,15,55,1,1,22
503191,2016,3,12,49.28440884,-123.1210998,6,2,5,1,22
503194,2016,1,2,49.28712986,-123.1253418,15,58,5,1,22
503201,2016,2,18,49.27931651,-123.1132779,9,5,3,1,1
503202,2016,12,2,49.27931651,-123.1132779,12,6,4,1,1
503211,2016,3,19,49.28246895,-123.1181388,14,4,5,1,1
503212,2016,4,10,49.28246895,-123.1181388,12,2,6,1,1
503213,2016,5,22,49.28246895,-123.1181388,14,20,6,1,1
503223,2016,3,25,49.28375324,-123.1200944,10,38,4,1,1
503236,2016,11,1,49.28977895,-123.1294053,10,18,1,1,22
503240,2016,7,2,49.28182231,-123.1171473,3,30,5,1,1
503249,2016,2,11,49.28199387,-123.1072066,20,27,3,1,1
503250,2016,10,29,49.28199387,-123.1072066,9,49,5,1,1
503251,2016,12,28,49.28199387,-123.1072066,21,50,2,1,1
503258,2016,4,23,49.28146579,-123.1043318,14,59,5,1,1
503260,2016,9,12,49.28530673,-123.1138554,13,18,0,1,1
503279,2016,10,3,49.25161943,-123.1530368,22,13,0,1,0
503282,2016,6,5,49.25010299,-123.1756908,10,42,6,1,2
503288,2016,10,19,49.2489197,-123.1153106,23,14,2,1,15
503297,2016,1,26,49.24930727,-123.1391103,5,38,1,1,16
503298,2016,8,31,49.24930727,-123.1391103,15,5,2,1,16
503312,2016,4,5,49.24884631,-123.1074646,8,38,1,1,15
503313,2016,4,29,49.24884631,-123.1074646,19,31,4,1,15
503314,2016,10,4,49.24884631,-123.1074646,18,34,1,1,15
503321,2016,8,13,49.24962965,-123.1475343,8,32,5,1,16
503334,2016,8,26,49.28105802,-123.1075896,15,22,4,1,1
503340,2016,11,12,49.28956524,-123.127452,14,18,5,1,1
503355,2016,2,18,49.29003125,-123.1290209,16,48,3,1,1
503356,2016,7,29,49.29003125,-123.1290209,18,59,4,1,1
503367,2016,10,12,49.28748587,-123.1204473,22,57,2,1,1
503375,2016,7,24,49.26873534,-123.1906577,20,15,6,1,23
503387,2016,3,16,49.24247707,-123.036023,16,20,2,1,14
503388,2016,6,30,49.23270793,-123.1556569,13,38,3,1,7
503398,2016,4,14,49.23376283,-123.123888,6,35,3,1,13
503403,2016,2,29,49.26953455,-123.0364413,14,5,0,1,5
503405,2016,10,4,49.25059958,-123.036606,7,55,1,1,14
503412,2016,12,4,49.24857798,-123.0838992,20,34,6,1,6
503416,2016,6,7,49.25384031,-123.0837294,8,36,1,1,6
503423,2016,10,11,49.26961587,-123.0735014,5,58,1,1,4
503424,2016,10,16,49.26961587,-123.0735014,16,34,6,1,4
503428,2016,2,13,49.26781679,-123.0735537,18,45,5,1,4
503429,2016,6,29,49.26235664,-123.0736556,9,10,2,1,6
503452,2016,1,13,49.28144811,-123.1039881,16,23,2,1,1
503465,2016,11,8,49.26117176,-123.1052923,22,41,1,1,11
503480,2016,7,13,49.28151058,-123.1045382,18,4,2,1,1
503482,2016,12,3,49.26838583,-123.0266809,12,18,5,1,5
503485,2016,8,12,49.27133588,-123.0282496,14,23,4,1,5
503486,2016,12,31,49.27133588,-123.0282496,10,28,5,1,5
503497,2016,4,12,49.28760792,-123.0292215,13,26,1,1,5
503498,2016,8,24,49.28333714,-123.103937,13,27,2,1,1
503528,2016,5,10,49.27164329,-123.1526451,9,15,1,1,9
503530,2016,5,19,49.27161039,-123.1502942,7,50,3,1,9
503537,2016,11,20,49.26038189,-123.1130009,12,39,6,1,11
503544,2016,6,20,49.24900307,-123.112865,18,11,0,1,15
503570,2016,7,28,49.27161914,-123.1359701,15,40,3,1,3
503579,2016,3,10,49.26405881,-123.166765,3,41,3,1,9
503584,2016,10,2,49.28113991,-123.0310463,5,41,6,1,5
503594,2016,4,17,49.22295973,-123.1236962,4,32,6,1,13
503602,2016,2,8,49.22543705,-123.0907133,11,51,0,1,20
503619,2016,1,22,49.26291162,-123.101049,1,48,4,1,11
503624,2016,4,13,49.28134395,-123.099698,9,43,2,1,1
503625,2016,8,31,49.28134395,-123.099698,8,45,2,1,1
503650,2016,1,9,49.28716562,-123.1169674,22,29,5,1,1
503684,2016,2,21,49.27929945,-123.1295154,18,8,6,1,22
503685,2016,5,9,49.27929945,-123.1295154,13,10,0,1,22
503692,2016,10,21,49.22539649,-123.0849037,8,10,4,1,20
503704,2016,7,5,49.27908137,-123.1233003,20,26,1,1,1
503706,2016,7,27,49.26553458,-123.0830345,10,21,2,1,11
503726,2016,8,15,49.27725373,-123.1328784,12,52,0,1,22
503730,2016,4,20,49.2110487,-123.0853459,11,44,2,1,20
503738,2016,6,20,49.21921195,-123.1289463,23,40,0,1,13
503761,2016,8,20,49.27929945,-123.1295154,0,6,5,1,22
503771,2016,2,15,49.20448477,-123.1306378,23,35,0,1,10
503772,2016,11,5,49.20448477,-123.1306378,1,18,5,1,10
503776,2016,4,13,49.2881898,-123.1182212,12,55,2,1,1
503899,2016,1,26,49.21106922,-123.0818585,20,26,1,1,20
503902,2016,8,29,49.27632653,-123.1254519,19,15,0,1,1
503910,2016,10,4,49.26349236,-123.1317556,20,29,1,1,3
503912,2016,7,26,49.28932787,-123.1223632,19,15,1,1,1
503916,2016,2,17,49.28197534,-123.1336198,0,16,2,1,22
503929,2016,9,1,49.27420705,-123.152543,4,36,3,1,9
503958,2016,12,12,49.27648432,-123.1291918,20,5,0,1,1
503979,2016,5,18,49.20430868,-123.1351402,17,3,2,1,10
504000,2016,9,28,49.27584674,-123.1282278,8,0,2,1,1
504001,2016,1,11,49.27584674,-123.1282278,15,8,0,1,1
504010,2016,10,17,49.27608786,-123.1297957,13,15,0,1,1
504013,2016,1,14,49.27536247,-123.126893,20,20,3,1,1
504031,2016,7,19,49.26873329,-123.0751221,15,54,1,1,4
504034,2016,9,1,49.24020012,-123.0756421,20,0,3,1,6
504053,2016,8,23,49.23798426,-123.1374438,8,27,1,1,16
504054,2016,7,13,49.26673416,-123.1364652,18,35,2,1,3
504066,2016,8,26,49.27312953,-123.1440576,4,14,4,1,3
504071,2016,8,5,49.27404122,-123.1414895,17,0,4,1,9
504076,2016,6,9,49.28320692,-123.0745391,19,7,3,1,4
504080,2016,11,2,49.29123809,-123.1276764,14,22,2,1,1
504095,2016,10,3,49.27253596,-123.1016461,17,13,0,1,11
504104,2016,8,23,49.26960119,-123.1385213,12,24,1,1,3
504112,2016,1,9,49.26450942,-123.1389194,11,4,5,1,3
504138,2016,11,13,49.2595963,-123.0717686,16,49,6,1,6
504141,2016,1,10,49.26959028,-123.0712607,13,44,6,1,4
504142,2016,11,27,49.26959028,-123.0712607,14,32,6,1,4
504160,2016,8,28,49.2608452,-123.1415342,4,40,6,1,3
504164,2016,5,28,49.21942798,-123.1440525,16,49,5,1,7
504165,2016,11,26,49.26710614,-123.1413047,9,33,5,1,3
504169,2016,7,9,49.27201494,-123.1359574,13,10,5,1,3
504172,2016,11,25,49.28128341,-123.0722538,21,10,4,1,4
504210,2016,12,28,49.269226,-123.0442215,20,0,2,1,5
504218,2016,2,20,49.22703627,-123.1454206,13,49,5,1,7
504223,2016,12,9,49.27002821,-123.1094076,18,42,4,1,11
504229,2016,10,22,49.25957988,-123.0691985,11,45,5,1,6
504237,2016,3,3,49.26935256,-123.1006223,13,7,3,1,11
504238,2016,3,25,49.28307525,-123.0693139,23,50,4,1,4
504240,2016,3,12,49.29177251,-123.1323811,14,50,5,1,22
504259,2016,5,17,49.2721203,-123.067319,7,50,1,1,4
504271,2016,4,8,49.25718711,-123.146375,8,22,4,1,9
504275,2016,11,28,49.22707758,-123.148305,15,18,0,1,7
504282,2016,6,4,49.26854781,-123.0696784,17,58,5,1,4
504299,2016,8,18,49.26955774,-123.065446,21,30,3,1,4
504304,2016,9,4,49.26864197,-123.1432198,10,30,6,1,3
504308,2016,4,18,49.28483169,-123.0652187,14,3,0,1,4
504309,2016,6,11,49.28483169,-123.0652187,6,28,5,1,4
504312,2016,10,21,49.25722903,-123.1487663,23,46,4,1,9
504329,2016,8,7,49.21211132,-123.1056824,14,22,6,1,20
504331,2016,11,15,49.28421651,-123.1063039,5,7,1,1,1
504333,2016,5,5,49.28386986,-123.1016831,15,32,3,1,1
504348,2016,3,31,49.26295519,-123.1026435,14,30,3,1,11
504349,2016,6,2,49.26295519,-123.1026435,16,8,3,1,11
504350,2016,8,5,49.26295519,-123.1026435,20,59,4,1,11
504372,2016,4,28,49.28138711,-123.1017742,20,17,3,1,1
504373,2016,11,10,49.28138711,-123.1017742,13,49,3,1,1
504374,2016,12,2,49.28138711,-123.1017742,21,51,4,1,1
504402,2016,5,6,49.26928377,-123.1070966,9,7,4,1,11
504441,2016,6,14,49.22582623,-123.1087881,17,55,1,1,13
504464,2016,4,4,49.20704973,-123.0655557,20,32,0,1,21
504479,2016,9,8,49.28506658,-123.0634039,14,35,3,1,4
504509,2016,1,8,49.26225587,-123.0613818,3,20,4,1,6
504515,2016,3,6,49.20893063,-123.0639793,3,12,6,1,21
504525,2016,8,2,49.23459635,-123.1560886,18,20,1,1,0
504531,2016,7,28,49.27255135,-123.1529915,9,55,3,1,9
504532,2016,6,7,49.25283787,-123.0613976,11,30,1,1,6
504542,2016,3,30,49.23461285,-123.1571876,18,45,2,1,0
504545,2016,5,11,49.26382554,-123.1533357,15,51,2,1,9
504560,2016,6,1,49.28117377,-123.0594391,23,24,2,1,4
504563,2016,8,5,49.26603915,-123.1384701,7,21,4,1,3
504569,2016,5,15,49.20813137,-123.0615482,4,57,6,1,21
504615,2016,8,8,49.22908541,-123.1603566,12,11,0,1,7
504624,2016,9,13,49.26458279,-123.1128593,9,10,1,1,11
504625,2016,9,3,49.29299434,-123.0260991,8,33,5,1,5
504626,2016,10,8,49.29229515,-123.0260887,9,22,5,1,5
504651,2016,8,4,49.31106401,-123.1425448,15,9,3,1,18
504652,2016,7,23,49.26407218,-123.1008452,4,24,5,1,11
504655,2016,1,8,49.29299434,-123.0260991,5,36,4,1,5
504680,2016,1,24,49.26434797,-123.1385341,4,14,6,1,3
504700,2016,5,15,49.26825979,-123.1602499,9,29,6,1,9
504701,2016,6,1,49.26395086,-123.1604146,17,32,2,1,9
504733,2016,5,8,49.26304271,-123.1147938,18,42,6,1,11
504750,2016,8,19,49.25750977,-123.0546694,18,51,4,1,14
504751,2016,10,31,49.26343043,-123.138559,13,14,0,1,3
504754,2016,8,30,49.26342436,-123.1360987,13,37,1,1,3
504758,2016,9,9,49.24046365,-123.0550215,12,47,4,1,14
504763,2016,8,20,49.20720827,-123.0547512,22,19,5,1,8
504782,2016,7,4,49.28303765,-123.031955,16,54,0,1,5
504800,2016,5,7,49.28115958,-123.0515331,10,16,5,1,5
504801,2016,10,31,49.2618952,-123.1010057,19,54,0,1,11
504805,2016,5,8,49.28871554,-123.0514997,16,18,6,1,5
504817,2016,5,14,49.2347107,-123.1644409,15,53,5,1,0
504820,2016,12,11,49.28116035,-123.0497732,13,9,6,1,5
504822,2016,4,30,49.22702814,-123.1648686,16,42,5,1,7
504840,2016,4,12,49.25766547,-123.1651905,13,16,1,1,9
504861,2016,2,27,49.20739859,-123.0516898,6,57,5,1,8
504863,2016,8,23,49.25997676,-123.0495595,6,48,1,1,14
504867,2016,3,17,49.22511985,-123.1657687,14,48,3,1,7
504872,2016,3,18,49.24462204,-123.0492693,21,41,4,1,14
504884,2016,10,29,49.26582236,-123.0259785,18,3,5,1,5
504885,2016,12,17,49.26582236,-123.0259785,12,50,5,1,5
504914,2016,11,2,49.27133346,-123.1684666,2,13,2,1,9
504922,2016,1,4,49.26938702,-123.0464897,15,27,0,1,5
504930,2016,2,19,49.27746579,-123.0437064,17,5,4,1,5
504946,2016,4,21,49.28115401,-123.0431734,7,45,3,1,5
504947,2016,7,11,49.28115401,-123.0431734,22,45,0,1,5
504948,2016,9,4,49.28115401,-123.0431734,18,0,6,1,5
504961,2016,7,22,49.28866489,-123.0434,16,41,4,1,5
504972,2016,3,14,49.25885472,-123.1011232,20,33,0,1,11
504987,2016,7,23,49.27422572,-123.1216522,16,51,5,1,1
505015,2016,6,7,49.28292882,-123.0976799,22,17,1,1,19
505034,2016,12,6,49.25675977,-123.1099417,11,3,1,1,15
505035,2016,11,25,49.27008148,-123.11015,19,20,4,1,11
505037,2016,11,10,49.26912842,-123.1096943,10,11,3,1,11
505040,2016,1,13,49.22590516,-123.1109171,12,21,2,1,13
505054,2016,8,2,49.29571678,-123.1363389,13,18,1,1,18
505095,2016,4,19,49.26936296,-123.0385306,14,3,1,1,5
505102,2016,2,5,49.23289535,-123.0413456,17,42,4,1,8
505108,2016,8,19,49.25811892,-123.0386456,17,19,4,1,14
505134,2016,8,21,49.26935478,-123.0360013,10,47,6,1,5
505139,2016,8,13,49.2246928,-123.0380702,16,48,5,1,8
505169,2016,7,5,49.22015897,-123.0387396,19,18,1,1,8
505172,2016,3,10,49.25627908,-123.1529412,9,28,3,1,0
505188,2016,10,8,49.23387782,-123.0353849,22,44,5,1,14
505226,2016,7,12,49.2621331,-123.0309382,15,41,1,1,5
505227,2016,9,8,49.2621331,-123.0309382,17,28,3,1,5
505235,2016,1,18,49.25440703,-123.0836892,16,13,0,1,6
505326,2016,9,22,49.25171809,-123.1390347,8,55,3,1,16
505329,2016,5,10,49.25093124,-123.0759333,9,15,1,1,6
505342,2016,2,12,49.2579397,-123.1914956,17,51,4,1,2
505355,2016,3,15,49.28212431,-123.1022295,7,21,1,1,1
505357,2016,1,25,49.26816828,-123.0970185,16,52,0,1,11
505370,2016,5,12,49.28131015,-123.0971267,20,26,3,1,19
505371,2016,6,3,49.28131015,-123.0971267,22,49,4,1,19
505372,2016,6,27,49.28131015,-123.0971267,11,48,0,1,19
505373,2016,6,28,49.28131015,-123.0971267,4,24,1,1,19
505377,2016,9,13,49.27574681,-123.1207899,18,10,1,1,1
505383,2016,11,21,49.26089068,-123.0975814,10,9,0,1,11
505389,2016,12,16,49.21072211,-123.0999952,23,16,4,1,20
505422,2016,8,7,49.24926588,-123.1010487,10,20,6,1,15
505444,2016,1,27,49.24863619,-123.1010748,23,45,2,1,15
505450,2016,2,3,49.24783925,-123.185246,11,42,2,1,2
505451,2016,9,15,49.24658003,-123.0720657,14,22,3,1,6
505461,2016,11,7,49.24594227,-123.1153174,10,47,0,1,15
505486,2016,6,2,49.26384508,-123.2096203,15,10,3,1,23
505517,2016,10,20,49.24260817,-123.065273,19,22,3,1,6
505521,2016,7,2,49.24128698,-123.0903439,1,38,5,1,6
505536,2016,10,11,49.24069506,-123.1182727,6,36,1,1,15
505547,2016,3,8,49.25755671,-123.1041577,19,57,1,1,11
505595,2016,9,29,49.2731143,-123.1263236,11,22,3,1,1
505608,2016,4,23,49.26039059,-123.1133033,22,51,5,1,11
505622,2016,6,15,49.26948264,-123.0957426,12,58,2,1,19
505641,2016,8,25,49.23844966,-123.1054638,12,42,3,1,15
505652,2016,4,21,49.23690721,-123.0414039,19,42,3,1,14
505657,2016,8,24,49.23664944,-123.0554843,6,35,2,1,14
505665,2016,6,21,49.23661885,-123.1279888,1,30,1,1,16
505672,2016,3,27,49.2338416,-123.0361541,18,21,6,1,14
505676,2016,4,11,49.2359442,-123.1280008,13,9,0,1,17
505677,2016,11,26,49.2359442,-123.1280008,16,50,5,1,17
505680,2016,11,16,49.23519316,-123.1395927,17,9,2,1,16
505681,2016,9,26,49.23443168,-123.1208677,13,30,0,1,17
505703,2016,5,6,49.23457011,-123.1555391,23,6,4,1,7
505715,2016,7,24,49.23084329,-123.0905995,18,52,6,1,20
505719,2016,10,24,49.27790289,-123.105218,10,31,0,1,1
505761,2016,9,4,49.2791931,-123.1196984,8,3,6,1,1
505767,2016,10,3,49.27153582,-123.092956,17,50,0,1,19
505789,2016,12,11,49.28260084,-123.1121579,12,3,6,1,1
505851,2016,1,16,49.22233255,-123.0658368,9,50,5,1,21
505875,2016,10,20,49.2831461,-123.1156517,18,4,3,1,1
505896,2016,4,27,49.28344191,-123.1166836,18,59,2,1,1
505902,2016,8,12,49.27875866,-123.1222546,16,22,4,1,1
505921,2016,7,19,49.2524606,-123.1184932,16,47,1,1,17
505925,2016,5,17,49.23356172,-123.1183793,12,35,1,1,13
505931,2016,2,1,49.26501859,-123.117836,3,36,0,1,3
505938,2016,5,18,49.28666773,-123.1110533,15,7,2,1,1
505945,2016,9,12,49.28110938,-123.1194005,1,55,0,1,1
505947,2016,7,16,49.20902129,-123.1196662,18,23,5,1,10
505956,2016,10,3,49.22008445,-123.0645704,10,14,0,1,21
505972,2016,11,12,49.21888819,-123.1018656,13,54,5,1,20
505980,2016,7,2,49.30153886,-123.1559286,0,21,5,1,18
505988,2016,6,28,49.30049347,-123.1573695,18,47,1,1,18
505993,2016,2,5,49.21395359,-123.1168495,18,17,4,1,10
506005,2016,4,22,49.28421065,-123.1213881,21,52,4,1,22
506011,2016,3,7,49.27913634,-123.1135525,19,44,0,1,1
506018,2016,8,8,49.24084648,-123.0899996,11,20,0,1,6
506033,2016,7,21,49.28115468,-123.089138,0,45,3,1,19
506036,2016,8,6,49.27785202,-123.111501,11,44,5,1,1
506042,2016,9,20,49.26660985,-123.0886307,16,15,1,1,11
506045,2016,5,23,49.27941421,-123.1232874,3,58,0,1,1
506056,2016,10,6,49.27818197,-123.0519975,17,11,3,1,5
506063,2016,7,23,49.27076571,-123.0885282,11,37,5,1,19
506084,2016,7,26,49.21395907,-123.0907334,8,18,1,1,20
506090,2016,4,2,49.25626516,-123.088887,16,25,5,1,6
506095,2016,1,12,49.21098192,-123.0903573,17,53,1,1,20
506096,2016,1,16,49.21108087,-123.0903575,2,51,5,1,20
506131,2016,11,18,49.21048423,-123.0940497,12,50,4,1,20
506141,2016,7,13,49.20816333,-123.0236692,8,33,2,1,8
506162,2016,8,24,49.20823623,-123.1302633,16,25,2,1,10
506171,2016,11,25,49.20610931,-123.1257821,18,25,4,1,10
506186,2016,12,30,49.29130087,-123.1357354,15,43,4,1,22
506189,2016,9,17,49.25972085,-123.0868867,2,51,5,1,11
506201,2016,6,26,49.27755392,-123.1128064,7,3,6,1,1
506210,2016,6,2,49.27441011,-123.0867475,18,7,3,1,19
506213,2016,2,18,49.2758799,-123.1307438,17,53,3,1,1
506218,2016,9,4,49.27724975,-123.0441049,16,19,6,1,5
506231,2016,11,11,49.25703504,-123.1224483,1,40,4,1,17
506244,2016,10,5,49.2659289,-123.0850557,11,8,2,1,19
506251,2016,8,4,49.27637256,-123.1158283,12,8,3,1,1
506264,2016,8,23,49.26245684,-123.0849398,20,11,1,1,11
506270,2016,3,22,49.28014453,-123.1216668,8,58,1,1,1
506271,2016,9,23,49.28014453,-123.1216668,9,45,4,1,1
506280,2016,11,5,49.28064453,-123.1251604,14,17,5,1,1
506296,2016,11,12,49.20555817,-123.127991,23,59,5,1,10
506297,2016,12,2,49.20555817,-123.127991,6,57,4,1,10
506299,2016,8,13,49.26240268,-123.1247844,16,17,5,1,3
506353,2016,1,14,49.27766411,-123.077253,18,40,3,1,19
506359,2016,10,17,49.2774692,-123.056575,10,54,0,1,4
506362,2016,6,27,49.27745663,-123.0441188,19,59,0,1,5
506363,2016,6,27,49.27745663,-123.0441188,20,16,0,1,5
506368,2016,2,14,49.29116033,-123.1328195,20,47,6,1,22
506373,2016,12,23,49.28859219,-123.1288659,7,38,4,1,22
506383,2016,2,26,49.29218395,-123.1344038,21,47,4,1,22
506394,2016,11,6,49.2647736,-123.1108942,16,26,6,1,11
506398,2016,2,18,49.2631454,-123.1109593,11,59,3,1,11
506400,2016,7,16,49.26615454,-123.1321063,19,36,5,1,3
506403,2016,2,15,49.26067717,-123.131487,17,19,0,1,3
506419,2016,9,5,49.26784756,-123.138159,7,13,0,1,3
506430,2016,3,16,49.27254286,-123.1526066,18,5,2,1,9
506437,2016,10,2,49.26285454,-123.1529753,19,45,6,1,9
506444,2016,6,16,49.26100141,-123.1530658,6,24,3,1,9
506445,2016,10,24,49.2572866,-123.1529031,23,37,0,1,0
506459,2016,1,12,49.26381706,-123.1529508,17,20,1,1,9
506466,2016,3,3,49.21892107,-123.0697048,9,12,3,1,21
506479,2016,5,13,49.21097678,-123.0720826,13,49,4,1,21
506486,2016,1,5,49.26227531,-123.1175821,17,4,1,1,3
506498,2016,5,14,49.27149888,-123.1045995,11,32,5,1,11
506511,2016,8,19,49.26483298,-123.1599914,7,59,4,1,9
